Date,last_price,return,volatility_weekly,volatility_monthly,volatility_annual,T+1 return,T+3 return,T+5 return,T+10 return
2009-03-30,4.4,-0.06382978723404253,0.03338703544854529,0.030305205199411375,,4.4,-0.04347826086956508,-0.08333333333333326,-0.053763440860215006
2009-03-31,4.4,0.0,0.03168440113939644,0.029032025059874195,,4.3,-0.08510638297872353,-0.08510638297872353,-0.05494505494505497
2009-04-01,4.3,-0.022727272727272818,0.03175531658703359,0.02885730312490214,,4.5,0.022727272727272707,-0.021739130434782483,-0.021739130434782483
2009-04-02,4.5,0.04651162790697683,0.04230741025749304,0.030811510671534446,,4.4,0.0,-0.06382978723404253,-0.06382978723404253
2009-04-03,4.4,-0.022222222222222143,0.0402258536304477,0.02841414851249524,,4.35,0.011627906976744207,-0.011363636363636576,-0.08421052631578951
2009-04-06,4.35,-0.011363636363636576,0.028651378475875813,0.02842788022667684,,4.3,-0.04444444444444451,-0.022727272727272818,-0.10416666666666663
2009-04-07,4.3,-0.011494252873563204,0.028914684202374055,0.02729183201870822,,4.35,-0.011363636363636576,0.011627906976744207,-0.07446808510638314
2009-04-08,4.35,0.011627906976744207,0.027475021766151797,0.02744778094538458,,4.25,-0.02298850574712641,-0.05555555555555558,-0.07608695652173902
2009-04-09,4.25,-0.02298850574712641,0.013978967271554257,0.027193172254846305,,4.3,0.0,-0.022727272727272818,-0.08510638297872353
2009-04-13,4.3,0.0117647058823529,0.015512120549949625,0.026026569158166105,,4.1,-0.05747126436781613,-0.05747126436781613,-0.06818181818181834
2009-04-14,4.1,-0.04651162790697683,0.024667511200814386,0.026973523747227,,4.1,-0.03529411764705892,-0.04651162790697683,-0.06818181818181834
2009-04-15,4.1,0.0,0.02520039065881931,0.02633779896912649,,4.1,-0.04651162790697683,-0.05747126436781613,-0.04651162790697683
2009-04-16,4.1,0.0,0.023256909228999013,0.024936847237894504,,4.15,0.012195121951219745,-0.0235294117647058,-0.07777777777777772
2009-04-17,4.15,0.012195121951219745,0.024231921597091192,0.024951671805426987,,4.0,-0.024390243902438935,-0.06976744186046513,-0.09090909090909094
2009-04-20,4.0,-0.03614457831325313,0.025619963856981547,0.025639547144761153,,3.9,-0.04878048780487798,-0.04878048780487798,-0.10344827586206895
2009-04-21,3.9,-0.025000000000000022,0.020005884666894194,0.02510542035609698,,4.0,-0.03614457831325313,-0.024390243902438935,-0.06976744186046513
2009-04-22,4.0,0.025641025641025772,0.025636678549670538,0.02588004002990924,,4.1,0.02499999999999991,0.0,-0.05747126436781613
2009-04-23,4.1,0.02499999999999991,0.028991556768508578,0.026576632339922995,,4.1,0.05128205128205132,-0.012048192771084487,-0.03529411764705892
2009-04-24,4.1,0.0,0.028248131856898853,0.026428296379602333,,4.0,0.0,0.0,-0.06976744186046513
2009-04-27,4.0,-0.024390243902438935,0.025010164446443977,0.02652597688864518,,3.9,-0.04878048780487798,0.0,-0.04878048780487798
2009-04-28,3.9,-0.025000000000000022,0.025010164446443977,0.026012014708751734,,3.8,-0.07317073170731703,-0.050000000000000044,-0.07317073170731703
2009-04-29,3.8,-0.02564102564102566,0.022370296193379,0.023126879486231808,,3.8,-0.050000000000000044,-0.07317073170731703,-0.07317073170731703
