Date,Return,Vol,Duration
2022-12-16,-2.6735451474843366,-9.31519575981508,7.481962927700269
2022-12-19,-5.092785654582119,-9.40087311788328,7.614463762318148
2022-12-20,-3.232061639245834,-9.467628181557393,7.546954981082383
2022-12-22,-6.010383959379378,-9.483100021417494,7.647246447438023
2022-12-27,-1.3163029680559055,-9.434777923768065,7.403376004073083
2023-01-03,-3.58213644930902,-9.311334740120653,7.860722955727174
2023-01-04,-4.243226442540653,-9.40520124592426,7.434684656685046
2023-01-09,-2.700541269902133,-9.385180678198536,7.19227037980419
2023-01-10,-5.641620659249983,-9.781287591983649,7.964948686551423
2023-01-12,-1.0516101542364324,-9.422320442695003,7.612019775783855
2023-01-13,-13.073221650688648,-9.70866803,7.834575474515387
2023-01-18,-3.9432149305885074,-9.543461558281605,7.756241680217248
2023-01-19,-1.9073857375178922,-9.411642614533388,7.484170869965002
2023-02-02,-4.51288529047091,-9.596292420919076,7.511199502969066
2023-02-03,-5.364165824531301,-9.510747159669155,7.613842026624674
2023-02-06,-1.5618459777777394,-9.706666844520266,7.705106759624206
2023-02-10,-2.343881597064218,-9.89198113848107,7.519810253742786
2023-02-17,-3.0430237173910735,-9.475059580913198,7.569802065049119
2023-02-22,-3.10672768270823,-9.509728600399589,7.512595072783202
2023-02-23,-5.315422216063271,-9.542548154669621,7.367550939316119
2023-02-24,-2.648348708260856,-9.502104172124854,7.58031846379951
2023-03-03,-6.391722523643449,-9.66466119067354,7.921332813565517
2023-03-15,-2.996214390748154,-9.9,7.718882746611812
2023-03-31,-2.221501578015012,-9.47880834812452,7.621936071507105
2023-04-14,-4.246218421728386,-9.397656036103747,7.194496723204777
2023-04-18,-3.507693326259791,-9.356043178345239,7.314067544348818
2023-04-21,-3.221039544469275,-9.462342563094195,7.209374794150806
2023-04-27,-3.042960610803197,-9.398587121929348,7.504376524741331
2023-05-05,-4.486405220366364,-9.539903260463745,7.524191153707271
2023-05-08,-4.176098388462818,-9.285304089516927,7.416225724930736
2023-05-10,-6.650244096373607,-9.313471302100934,7.337294098019604
2023-05-24,-5.302163722006639,-9.828319885026524,7.423758940426118
2023-05-26,-3.558582388808186,-9.42691144717208,7.768125540973356
2023-06-09,-2.6881658756944384,-9.269530309404464,6.891696368079081
2023-06-27,-2.671517928428872,-9.352024498778546,7.702049761395091
2023-06-28,-3.688522728862785,-9.566149870482114,7.745874043646791
2023-07-11,-2.84072754526074,-9.458887454312626,7.510495777169584
2023-07-20,-0.9313473461975275,-9.494241918293458,7.49779445274845
2023-07-21,-3.7311849013156366,-9.41382612073449,7.525100488730845
2023-07-25,-2.040432134721841,-9.470000188080695,7.483473357050382
2023-07-27,-3.9772534530087937,-9.387105783720555,7.642307511919166
2023-07-28,-1.992784196903317,-9.315144399405556,7.615749143017813
2023-08-10,-2.248739182818576,-9.454857390756773,7.696642363531229
2023-08-17,-2.4726568516317395,-9.342490200044795,7.429436254291488
2023-08-21,-2.8078586897487323,-9.215841146902767,7.146241429674062
2023-08-24,-2.8540870609489835,-9.503798854321902,7.484460199251591
2023-08-28,-2.714419960757852,-9.379936707309428,7.456905815061308
2023-08-30,-3.0691535130707783,-9.793482186069213,7.296557647353165
2023-09-06,-4.281469098437924,-9.440477688857637,7.539853655342403
2023-09-08,-1.502487499116107,-9.173544847668413,7.471828488512763
2023-09-19,-5.320429441607936,-9.49670771436307,7.373202706815898
2023-10-02,-2.9169182880578743,-9.029925018200586,7.308333217472571
2023-10-06,-5.922852818302576,-7.38261089143747,7.043383812025158
2023-10-09,-5.178861073758757,-7.2931159490097,7.169476218709731
2023-10-13,-2.7845695590094106,-6.785136238207081,6.164909032571511
2023-10-18,-5.089220104310653,-7.610244011597556,7.348150218443817
2023-11-08,-1.5934824820536206,-6.260835787431039,5.156858548592795
2023-11-29,-1.729185072010413,-6.215773401320413,6.29349071941312
2023-12-01,-2.764179279992281,-6.085283674794469,6.450104330920081
2023-12-04,-5.625579708467196,-6.37571878103527,6.691816926622273
2023-12-06,-5.23505132423874,-6.36194731028242,7.489465936012301
2023-12-07,-1.9242860178588908,-9.393845449360764,7.376304028481972
2023-12-08,-3.500222654089508,-5.430809061495551,6.186401579030852
2023-12-11,-2.815819283954814,-5.314006720434097,6.202478880755556
2023-12-14,-2.462443006488047,-4.517768742698898,6.23122245265056
2023-12-19,-3.0645785578110436,-6.366034445349895,6.456073605020789
2023-12-20,-2.827914026195423,-4.388517353125929,6.153336719372444
2024-01-05,-2.18351884318883,-9.413442341761353,7.494334478434108
2024-01-08,-1.7314898796435227,-3.473544126300012,6.363371585437268
2024-01-09,-1.766365926394333,-6.148897700819929,6.594768738311518
2024-01-11,3.670625393750998,-3.4032745465275704,6.431051834345845
2024-01-12,-2.3082606364130265,-7.454258294955498,6.185731281697367
2024-01-15,-1.4978480832886234,-5.584820275385084,6.113865814437117
2024-01-16,-2.2010192151034857,-8.267767812151645,7.438278418168365
2024-01-23,-2.951739928569323,-9.455643994230233,7.398339174798964
2024-01-24,-2.437085195134099,-8.3760466768781,7.286845992934068
2024-01-26,-2.85748101570993,-8.455494501189204,7.214262811166069
2024-01-31,-2.754063174965781,-9.458086877088105,7.334464824187658
2024-02-01,-3.035818419065716,-5.166135733879291,7.084547613108389
2024-02-02,-3.308566429775241,-9.544162823600121,7.647550617648167
2024-02-07,-3.536709286535183,-9.379317481244374,7.673690681147447
2024-02-08,-4.328465105036759,-9.26377098969138,7.613205055224001
2024-02-09,-3.5434730323873205,-9.51942584037358,7.515513473446115
2024-02-14,-1.8944171204023184,-9.369174250690566,7.477761694835843
2024-02-16,-3.530560235741273,-9.479520191271064,7.50237555856675
2024-02-20,-3.1540088604435526,-9.036918510387274,8.090548984163217
2024-02-21,-2.1665473746441095,-9.460251829996896,7.394346781843734
2024-02-22,-2.900764665921664,-9.00000695853984,7.57851698259024
2024-02-23,-3.3826282430932433,-9.422348996499274,7.621871277413417
2024-03-11,-3.432927020836843,-9.43618040568751,7.306243421267767
2024-03-13,1.4946196786528616,7.208597115037227,6.091936803686419
2024-03-14,-2.778633280567046,-8.490321244407134,7.263328582142612
2024-04-02,-4.407690618252104,-8.127287985264692,7.463456951452283
